"No","X1.transaction.date","X2.house.age","X3.distance.to.the.nearest.MRT.station","X4.number.of.convenience.stores","X5.latitude","X6.longitude","Y.house.price.of.unit.area"
1,2012.917,1.25411095111314,-0.791537337603565,2.00498155906755,24.98298,121.54024,37.9
2,2012.917,0.156896382725905,-0.615866476050253,1.66548774906593,24.98034,121.53951,42.2
3,2013.583,-0.387322043194166,-0.413514952118236,0.307512509059441,24.98746,121.54391,47.3
4,2013.5,-0.387322043194166,-0.413514952118236,0.307512509059441,24.98746,121.54391,54.8
5,2012.833,-1.11587251660329,-0.549332079746211,0.307512509059441,24.97937,121.54245,43.1
6,2012.667,-0.931540469114237,0.864540064553073,-0.371475110943804,24.96305,121.51254,32.1
7,2012.667,1.47355386479059,-0.364796045120203,0.986500129062685,24.97933,121.53642,40.3
8,2013.417,0.227118115102688,-0.630914456090261,0.647006319061063,24.98042,121.54228,46.7
9,2013.5,1.22777780147185,3.50853232334075,-1.05046273094705,24.95095,121.48458,18.8
10,2013.417,0.0164529179723379,0.554067819174593,-0.371475110943804,24.96731,121.51486,22.1
11,2013.083,1.49988701443188,-0.537728491552851,-1.05046273094705,24.97349,121.53372,41.4
12,2013.333,-1.00176220149102,-0.787118355274065,1.66548774906593,24.97433,121.5431,58.1
13,2012.917,-0.41365519283546,-0.468782101860061,0.307512509059441,24.96515,121.53737,39.3
14,2012.667,0.235895831649786,1.09797066445656,-0.0319813009421818,24.96108,121.51046,23.8
15,2013.5,-0.396099759741264,0.0641404766919602,-0.0319813009421818,24.99156,121.53406,34.3
16,2013.583,1.57888646335577,-0.399868118227844,-0.710968920945427,24.9824,121.54619,50.5
17,2013.25,-1.55475834395819,-0.626639629229241,0.647006319061063,24.97744,121.54458,70.1
18,2012.75,-0.00110251512185785,-0.580800741536366,-1.05046273094705,24.97544,121.53119,37.4
19,2013.417,-0.0713242474986412,-0.567105575868591,1.32599393906431,24.9675,121.54451,42.3
20,2012.667,-1.42309259575172,-0.840262091954337,0.986500129062685,24.96772,121.54102,47.7
21,2013.417,-1.15976109933878,0.944443585108601,-0.371475110943804,24.96314,121.51151,29.3
22,2013.417,-0.633098106512908,-0.637593670027523,0.986500129062685,24.97528,121.54541,51.6
23,2012.917,-0.264434011534795,0.218882189068284,-1.05046273094705,24.95204,121.54842,24.6
24,2013.083,-0.668208972701299,-0.637593670027523,0.986500129062685,24.97528,121.54541,47.9
25,2013,1.92121740869259,-0.477920452477127,-0.0319813009421818,24.97353,121.53885,38.8
26,2013.083,1.0171126043415,0.320084969290174,-0.710968920945427,24.97542,121.51726,27
27,2012.667,-1.28264913099815,-0.55464540596162,0.307512509059441,24.98085,121.54391,56.2
28,2013.25,-0.641875823060005,-0.639751644271526,0.307512509059441,24.95593,121.53913,33.6
